Video Id,Video Title,Topic Count,Topics
0ENcrVkHwBY,"Foreigners Very First Philippines Wet Market, Not What We Expected! 🇵🇭",4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 5: haircut barber, haircuts, haircut, haircut haircut, cut haircut, barber, barbers, shave, shaved, shave shave (Topic 5: Barber Services), Topic 17: filipinawives, filipina couples, filipina, tourist visas, tourist visa, tourist visa applications, visitor visa, apply partner visa, visa application, partner visa (Topic 17: Filipino Partner & Tourist Visas), Topic 115: bike shop, bike rent, rent bike, bikes, bike, bike bike, bike rental pesos, cheap knee tricycle, tricycle, rental shop (Topic 115: Bicycle & Tricycle Rental)"
0G5jfRhHsqg,Why Foreigners Treat Filipinos Like Zoo Animals! DISGUSTING! 🇵🇭,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 52: youtubers poverty porn, create poverty porn, porn poverty porn, poverty porn, poverty porn poverty, watch poverty porn, porn poverty, youtubers poverty, porn, watch poverty (Topic 52: Poverty Porn Content in YouTube)"
0GVD-9hxk_s,First FILIPINO BREAKFAST | Shopping Philippines 👨‍👩‍👧‍👦 RodVivKids Family Vlog,4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 2: christmas merry christmas, celebrate christmas, christmas christmas christmas, christmas celebrate, celebrating christmas, merry christmas, merry christmas happy, christmas christmas, christmas merry, december christmas (Topic 2: Christmas Season & Celebration), Topic 11: negros negros, black accepting black, black experience, black black accepting, black black, experience black, black, negros, black accepting, black friendly (Topic 11:  Black Experiences and Acceptance), Topic 118: pondi, happy baby, ready, happy, morning, wet, wet started, mommy, maizko niello, coming (Topic 118: Mommy and Baby's Morning Events )"
0IJm5TFpldU,Filipino Parents In Law Try Special Korean Samgyupsal In The Philippines!,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 26: local coffee, coffee shops, cafe, coffee shop, coffee, coffees, coffee coffee, quick coffee, coffee coffee coffee, strong coffee (Topic 26: Local Coffee and Coffee Shops), Topic 43: visiting retiring beach, tips visiting retiring, retiring beach jet, retiring beach, visiting retiring, landings tips visiting, traveling, easier wasting online, thriving tips visiting, upcoming tips visiting (Topic 43: Trip to a Beach Destination)"
0IUVhutkQaI,FOREIGN KIDS are trying FILIPINO SNACKS for the FIRST TIME - Foreigners Reaction,6,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 7: wear makeup, makeup, lipstick, makeup makeup, makeup skin, makeup artist, makeup coconut oil, makeup coconut, mascara, skin (Topic 7: Makeup Products and Application), Topic 19: halohalo, ube ice cream, ice candy, yum, flavors, ice cream ice, ice cream, halo halo halo, gravy, cream ice cream (Topic 19: Philippine Halo-Halo Dessert), Topic 100: bakaero bakaero bakaero, bakaero bakaero, bakaero, wee, basuke gol gol, brrr, jollaby, kuku, balebac, opao (Topic 100: Unclear Repeated Terms), Topic 103: yums, cacao, wong, dangerous amazon jungle, talking pikachu, bueno, gondola ride, rip, amazon jungle, cofeas (Topic 103: Mixture of Subjects: Jungle, Food, and Pop Culture ), Topic 109: mango, mango mangoes, mangoes, song, paubaya moira, coconut, bagong, dried mangoes, singing, jokoy (Topic 109: Mango Fruit)"
0JiN_E6wK-E,FOREIGNERS FIRST ROAD TRIP in the PHILIPPINES to MINDORO ORIENTAL,4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 2: christmas merry christmas, celebrate christmas, christmas christmas christmas, christmas celebrate, celebrating christmas, merry christmas, merry christmas happy, christmas christmas, christmas merry, december christmas (Topic 2: Christmas Season & Celebration), Topic 39: discrimination colored, segregation, discrimination, emphasize democratic segregation, colored liberty justice, negroes, prejudice, colored girls white, color, colored (Topic 39: Racial Discrimination), Topic 75: wifi island, wifi, speed wifi, tourist spot, spot tourist, tourist spot tourist, tourist, bookingcom, live local, local (Topic 75: Internet Connectivity in Tourist Destinations)"
0KOXxVJx0sk,HOW TO ACT AROUND FILIPINOS WHEN YOU'RE IN THE PHILIPPINES (FILIPINO CULTURE),7,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 1: speak language, language speak, learn language, language english, language language language, learn english, speak spanish, language language, learning language, english accent (Topic 1: Learning and Speaking Foreign Language), Topic 7: wear makeup, makeup, lipstick, makeup makeup, makeup skin, makeup artist, makeup coconut oil, makeup coconut, mascara, skin (Topic 7: Makeup Products and Application), Topic 11: negros negros, black accepting black, black experience, black black accepting, black black, experience black, black, negros, black accepting, black friendly (Topic 11:  Black Experiences and Acceptance), Topic 23: winter summer cold, summer cold, winter, cold cold, cold, autumn, warm, snow, seasons, seasons seasons (Topic 23: Seasons and Weather ), Topic 28: martial arts martial, martial art, kali martial, martial arts, arts martial arts, arts martial, martial, karate, judo, fighting (Topic 28: Mixed Martial Arts and Fighting ), Topic 66: episode pinay moms, pinay moms blogs, excited excited excited, watching pinay moms, pinay moms, excited, excited excited, episode pinay, inihaw, watching pinay (Topic 66: Pinay Moms Content and Viewer Engagement )"
0KyvSgEO6Fc,Trying Filipino Liquor (TANDUAY & MORE) & Oslob WHALE SHARK Swimming - Philippines Travel Vlog,4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 10: swim whale sharks, whale sharks, swimming whale sharks, whale shark, swim whale, whales, swimming whale, whale, shark, sharks sharks (Topic 10: Swimming with Whale Sharks ), Topic 33: san miguel corporation, san miguel brewery, san miguel san, acquisitions san, san miguel announced, miguel san, businessman, led san, miguel corporation, san miguel (Topic 33: San Miguel Corporation), Topic 93: sabu, ride, transport, beach, boat, island, sim, ramen boat, sabu sabu, fun (Topic 93: Island and Beach Travel Experiences)"
0Lod4Yyv3qc,Korean girl want to live in Philippine after trying the Famous MANG INASAL! 🇵🇭🇰🇷❤️,6,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 2: christmas merry christmas, celebrate christmas, christmas christmas christmas, christmas celebrate, celebrating christmas, merry christmas, merry christmas happy, christmas christmas, christmas merry, december christmas (Topic 2: Christmas Season & Celebration), Topic 19: halohalo, ube ice cream, ice candy, yum, flavors, ice cream ice, ice cream, halo halo halo, gravy, cream ice cream (Topic 19: Philippine Halo-Halo Dessert), Topic 65: hungry hungry hungry, hungry hungry, hungry, tasty, juicy, eating, delicious, lunch, dish, pop pop pop (Topic 65: Satisfying Hunger with Delicious Food), Topic 66: episode pinay moms, pinay moms blogs, excited excited excited, watching pinay moms, pinay moms, excited, excited excited, episode pinay, inihaw, watching pinay (Topic 66: Pinay Moms Content and Viewer Engagement ), Topic 102: friends issues, relationships, friends, drunk jinny, drunk drunk, shandy shandy, happened happened, drunk, drunk god, happened (Topic 102: Friendships)"
0Mnau-zACiE,🇺🇸 American fam's first time in 🇵🇭 the Philippines!,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 2: christmas merry christmas, celebrate christmas, christmas christmas christmas, christmas celebrate, celebrating christmas, merry christmas, merry christmas happy, christmas christmas, christmas merry, december christmas (Topic 2: Christmas Season & Celebration), Topic 73: binondo chinatown manila, chinatown manila, binondo chinatown, fort san pedro, san pedro fort, chinatown chinatown, fort san, chinatowns, chinatown, san pedro (Topic 73: Chinatown Manila)"
0O2i843tdU4,$20 Ridiculous Street Massage in Philippines 🇵🇭,4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 58: pool bar pool, bar pool, pool bar, kananga kananga, bank, kumukutikutitap, wine coconut wine, kumukutikutitap kumukutikutitap, pool pool, pool (Topic 58: Drinks & Relaxation by the Pool), Topic 97: hop, rap, hip hop, fun, benz, hop dance, dope, dance hip hop, hip hop dance, dance (Topic 97: HipHop and Dancing), Topic 111: variations urban legend, urban legend, urban legend pattern, legend pattern doctor, pamore, elevator patient doors, pesos, palainque, elevator patient, president (Topic 111: Urban Legends and its Variations)"
0PKfbccBsBQ,"🇵🇭Trying Filipino Street Food in Bohol , Philippines",1,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining)"
0PRBBJPpMrE,Foreigner and Filipina Living Life Philippines LeJhaz Family Fud Day 4Dec22. @LeRocphilippines5539,4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 10: swim whale sharks, whale sharks, swimming whale sharks, whale shark, swim whale, whales, swimming whale, whale, shark, sharks sharks (Topic 10: Swimming with Whale Sharks ), Topic 59: rainy season, rainy, windy, rained, natural windmill natural, natural windmill, raining, local, windmill natural, morning (Topic 59: Rainy Season), Topic 105: dig, procure, brother jay, jay jay jay, cut grass, picking garbage, cut grass cut, jay, ej, driveway (Topic 105: Unclear Repeated Terms)"
0Pm8OGDsikk,TONY FROM ENGLAND A LIFE  OF A FOREIGNER IN THE PHILIPPINES,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 30: considered rich, immigration, rich money rich, rich rich rich, rich rich, money rich, tourists, pay tourists, rich, rich money (Topic 30: Wealthy & Rich Tourists Travelling), Topic 80: married filipina, married, wedding rings, shocked elderly, catholic upbringing, elderly, filipina fears dating, relationships, rings, deported attending (Topic 80: Filipino Marriage Tradition)"
0Pon0lDng8I,Americans React to Sepak Takraw | First time trying & Badminton : Most popular sports in Malaysia!,6,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 41: jew, concentration camp, bosnia, fathers, father, walter walter walter, mother father, war, walter walter, brother (Topic 41: Personal Experiences of War and Persecution), Topic 45: virtual private network, private network, public wifi, virtual private, network, internet, secure, stands virtual private, online, virtual (Topic 45: Virtual Private Networks (VPNs) and Online Security), Topic 64: bgc modern manila, manila, animals, modern manila, animal, pets, pet, roosters, deadliest animals, chickens (Topic 64: Bonifacio Global City, Taguig, Metro Manila), Topic 65: hungry hungry hungry, hungry hungry, hungry, tasty, juicy, eating, delicious, lunch, dish, pop pop pop (Topic 65: Satisfying Hunger with Delicious Food), Topic 69: sport, athletes, badminton, tennis, game, playing, kick ball, ball, kick, volleyball (Topic 69: Athletes Playing Racket Sports)"
0Qps64cK1CA,FILIPINA WIFE IGNORING FOREIGNER HUSBAND?? EXPAT LIVING  IN THE PHILIPPINES,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 64: bgc modern manila, manila, animals, modern manila, animal, pets, pet, roosters, deadliest animals, chickens (Topic 64: Bonifacio Global City, Taguig, Metro Manila), Topic 96: rat, female rat, cat, cats, rat roof, buntonghininga, buntag, tapo, hatch, buco pondon (Topic 96: Cats & Rats)"
0Qr12Zerphs,Is drag respectable? Watch Filipino queens spill the tea on hot takes,5,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 10: swim whale sharks, whale sharks, swimming whale sharks, whale shark, swim whale, whales, swimming whale, whale, shark, sharks sharks (Topic 10: Swimming with Whale Sharks ), Topic 42: relationship coppo, adorable coppos, coppos, daniel padilla, mariko, dilion actress, daniel miranda, relationship public, relationship, makoai (Topic 42: Philippine Love Teams featuring Daniel Padilla), Topic 50: lgbtqia community, lgbt community, lgbtq community, gays lesbians, gays, queer friends, lgbtqia, lgbtq, lgbt, queer (Topic 50: LGBTQIA Community), Topic 106: bohol chocolate hills, chocolate hills atv, chocolate hills, chocolate chocolate hills, hills bohol, located island bohol, hills atv, hills, trip, streets (Topic 106: Chocolate Hills in Bohol)"
0SW__3H_mNs,Living in the PHILIPPINES as a FOREIGNER / My best and worst experiences.,5,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 1: speak language, language speak, learn language, language english, language language language, learn english, speak spanish, language language, learning language, english accent (Topic 1: Learning and Speaking Foreign Language), Topic 5: haircut barber, haircuts, haircut, haircut haircut, cut haircut, barber, barbers, shave, shaved, shave shave (Topic 5: Barber Services), Topic 8: dated, dating, students, girls, single dated, girl, friends, filipina, student, girlfriend (Topic 8: Philippines’ Dating & Relationship of Females), Topic 56: school pula, school class, walampa sok school, school school, school solution, sok school, classroom, school, teachers, school play (Topic 56: Suspension of Classes in Schools)"
